,candidato,municipio,local,zona,secao,turno,votos_recebidos,ds_grau_escolaridade_ensino_fundamental_completo,ds_grau_escolaridade_ensino_médio_incompleto,ds_grau_escolaridade_analfabeto,ds_grau_escolaridade_ensino_médio_completo,ds_grau_escolaridade_superior_completo,ds_grau_escolaridade_lê_e_escreve,ds_grau_escolaridade_ensino_fundamental_incompleto,ds_grau_escolaridade_superior_incompleto,ds_raca_cor_não_informado,ds_raca_cor_preta,ds_raca_cor_parda,ds_raca_cor_branca,ds_raca_cor_amarela,ds_raca_cor_indígena,ds_faixa_etaria_45_a_49_anos,ds_faixa_etaria_50_a_54_anos,ds_faixa_etaria_40_a_44_anos,ds_faixa_etaria_21_a_24_anos,ds_faixa_etaria_25_a_29_anos,ds_faixa_etaria_19_anos,ds_faixa_etaria_20_anos,ds_faixa_etaria_18_anos,ds_faixa_etaria_17_anos,ds_faixa_etaria_16_anos,ds_faixa_etaria_55_a_59_anos,ds_faixa_etaria_85_a_89_anos,ds_faixa_etaria_90_a_94_anos,ds_faixa_etaria_80_a_84_anos,ds_faixa_etaria_75_a_79_anos,ds_faixa_etaria_70_a_74_anos,ds_faixa_etaria_65_a_69_anos,ds_faixa_etaria_35_a_39_anos,ds_faixa_etaria_95_a_99_anos,ds_faixa_etaria_100_anos_ou_mais,ds_faixa_etaria_60_a_64_anos,ds_faixa_etaria_30_a_34_anos,ds_faixa_etaria_inválida,ds_genero_feminino,ds_genero_masculino,eleitores_totais,percentual_votos
104,SEBASTIAO BOCALOM RODRIGUES,1392,3743,1,781,1,137,11,46,7,122,45,11,50,34,301,2,21,2,0,0,24,30,59,5,18,4,4,2,4,0,33,0,0,1,2,7,7,63,0,0,21,42,0,168,158,326,0.42024539877300615
105,SEBASTIAO BOCALOM RODRIGUES,1392,1090,1,10,1,94,16,29,8,69,51,16,28,22,221,0,12,4,1,1,23,26,9,12,17,2,4,4,1,2,24,4,2,4,11,17,34,15,0,0,17,11,0,125,114,239,0.39330543933054396
106,SEBASTIAO BOCALOM RODRIGUES,1392,2755,1,419,1,90,7,10,2,57,72,3,17,19,187,0,0,0,0,0,61,14,64,2,4,0,0,0,0,0,5,0,0,0,3,1,2,20,0,0,5,6,0,103,84,187,0.48128342245989303
107,SEBASTIAO BOCALOM RODRIGUES,1392,1058,9,27,1,147,24,30,9,106,61,30,40,39,310,2,20,7,0,0,16,16,30,5,14,0,3,4,4,2,33,5,4,10,12,27,24,52,3,0,31,44,0,196,143,339,0.4336283185840708
108,SEBASTIAO BOCALOM RODRIGUES,1392,1210,9,91,1,134,13,27,2,98,105,7,29,60,329,0,7,5,0,0,94,17,99,0,10,0,0,1,0,1,19,0,0,4,9,9,11,36,0,0,8,23,0,179,162,341,0.39296187683284456
109,SEBASTIAO BOCALOM RODRIGUES,1392,2275,9,382,1,125,18,66,25,70,12,33,76,4,289,1,12,2,0,0,29,30,41,22,47,3,1,0,1,1,19,0,1,1,5,11,8,33,1,1,16,33,0,186,118,304,0.41118421052631576
110,SEBASTIAO BOCALOM RODRIGUES,1392,2054,9,431,1,126,19,118,9,84,5,17,73,4,279,13,32,4,0,1,13,14,24,95,37,29,35,8,3,1,9,0,0,1,2,5,6,21,0,0,5,21,0,179,150,329,0.3829787234042553
111,SEBASTIAO BOCALOM RODRIGUES,1392,1643,1,183,1,148,15,78,3,108,28,16,45,36,307,1,16,5,0,0,16,10,35,0,44,0,1,4,4,2,20,5,0,8,10,20,23,45,0,0,14,68,0,174,155,329,0.44984802431610943
112,SEBASTIAO BOCALOM RODRIGUES,1392,1236,1,62,1,107,16,33,14,63,30,28,58,22,246,1,17,0,0,0,16,9,40,9,25,1,1,4,0,0,24,1,1,6,14,11,14,37,1,1,31,18,0,153,111,264,0.4053030303030303
113,SEBASTIAO BOCALOM RODRIGUES,1392,1872,9,296,1,103,8,98,1,69,52,3,16,61,275,5,21,6,0,1,18,8,13,64,120,8,0,2,3,4,5,0,1,1,2,3,3,21,0,0,6,26,0,169,139,308,0.3344155844155844
114,SEBASTIAO BOCALOM RODRIGUES,1392,1740,9,277,1,127,21,85,16,90,10,22,76,14,308,2,17,7,0,0,37,22,33,32,74,5,4,0,0,0,12,4,4,6,1,1,6,39,0,1,11,42,0,167,167,334,0.38023952095808383
115,SEBASTIAO BOCALOM RODRIGUES,1392,1163,9,193,1,128,13,66,23,108,20,23,50,34,307,2,25,3,0,0,31,22,31,19,36,3,3,2,5,1,21,1,0,6,6,14,17,19,0,0,12,88,0,195,142,337,0.3798219584569733
116,SEBASTIAO BOCALOM RODRIGUES,1392,1872,1,386,1,133,25,40,16,91,22,25,72,19,296,0,11,3,0,0,78,15,29,0,29,0,2,2,2,1,27,3,2,9,8,6,17,39,2,0,18,21,0,173,137,310,0.4290322580645161
117,SEBASTIAO BOCALOM RODRIGUES,1392,2186,9,354,1,124,13,33,3,122,65,9,41,46,303,1,23,5,0,0,60,26,51,3,28,2,1,5,2,0,18,1,0,1,5,6,18,40,0,0,8,57,0,174,158,332,0.37349397590361444
118,SEBASTIAO BOCALOM RODRIGUES,1392,1708,9,238,1,117,14,63,4,91,54,16,34,50,322,0,2,2,0,0,24,24,43,0,99,0,0,0,0,0,25,3,0,3,0,6,17,29,0,0,9,44,0,182,144,326,0.3588957055214724
119,SEBASTIAO BOCALOM RODRIGUES,1392,1570,9,17,1,141,17,69,10,121,32,10,45,38,314,1,21,5,0,1,46,50,48,4,72,6,0,5,3,1,14,0,1,1,1,11,6,16,0,0,11,46,0,175,167,342,0.41228070175438597
120,SEBASTIAO BOCALOM RODRIGUES,1392,2720,1,505,1,138,20,52,25,86,11,26,97,11,283,3,35,6,1,0,48,35,45,2,33,1,3,6,3,2,21,3,0,3,10,7,14,49,0,1,10,32,0,179,149,328,0.42073170731707316
121,SEBASTIAO BOCALOM RODRIGUES,1392,1635,9,108,1,125,25,50,14,91,22,24,80,30,315,2,17,2,0,0,43,36,51,6,25,3,4,3,0,0,17,1,1,7,7,8,14,35,0,0,15,60,0,173,163,336,0.37202380952380953
122,SEBASTIAO BOCALOM RODRIGUES,1392,2542,1,478,1,122,20,81,9,94,9,19,76,18,285,4,31,5,1,0,34,27,26,13,28,13,4,5,4,4,18,0,0,2,4,6,12,28,0,0,14,84,0,159,167,326,0.37423312883435583
123,SEBASTIAO BOCALOM RODRIGUES,1392,1708,9,472,1,113,7,77,2,80,24,3,12,27,0,17,148,60,4,3,5,4,13,24,15,28,18,38,31,12,5,0,0,0,0,4,3,12,0,0,4,16,0,139,93,232,0.4870689655172414
124,SEBASTIAO BOCALOM RODRIGUES,1392,2097,9,414,1,110,15,103,18,93,4,15,74,13,294,2,35,3,1,0,16,9,26,137,51,9,12,3,2,1,10,0,0,2,1,3,2,25,0,0,6,20,0,179,156,335,0.3283582089552239
125,SEBASTIAO BOCALOM RODRIGUES,1392,3310,1,647,1,138,15,48,2,78,107,4,22,41,298,0,11,8,0,0,73,17,78,4,27,3,0,2,3,3,19,5,0,1,8,10,12,6,1,0,17,28,0,182,135,317,0.4353312302839117
126,SEBASTIAO BOCALOM RODRIGUES,1392,1260,9,180,1,146,19,36,3,91,71,7,36,49,310,0,2,0,0,0,32,29,25,5,16,0,2,3,0,0,33,1,0,0,7,8,18,49,0,0,25,59,0,174,138,312,0.46794871794871795
127,SEBASTIAO BOCALOM RODRIGUES,1392,1899,9,280,1,117,7,57,8,90,113,2,14,61,300,5,28,19,0,0,26,25,36,39,61,6,5,6,2,0,17,1,0,3,2,2,8,52,0,0,6,55,0,181,171,352,0.33238636363636365
128,SEBASTIAO BOCALOM RODRIGUES,1392,2810,1,796,1,117,12,87,5,94,16,7,50,16,250,3,27,6,1,0,16,10,28,86,47,4,8,6,3,0,13,0,0,0,0,7,5,23,0,0,4,27,0,139,148,287,0.4076655052264808
129,SEBASTIAO BOCALOM RODRIGUES,1392,3310,1,645,1,122,17,30,1,96,88,9,35,43,302,2,11,4,0,0,36,27,26,12,15,1,1,2,3,1,40,6,1,13,13,17,19,13,3,0,37,33,0,176,143,319,0.3824451410658307
130,SEBASTIAO BOCALOM RODRIGUES,1392,2585,1,492,1,129,17,52,16,83,20,27,69,22,301,0,5,0,0,0,38,29,43,7,43,0,0,0,0,0,24,2,2,3,8,6,20,32,0,0,21,28,0,184,122,306,0.4215686274509804
131,SEBASTIAO BOCALOM RODRIGUES,1392,2178,9,351,1,122,15,91,16,85,3,27,79,10,292,4,25,4,1,0,26,27,41,33,71,5,7,10,4,0,18,2,0,5,3,6,3,25,0,0,8,32,0,187,139,326,0.37423312883435583
132,SEBASTIAO BOCALOM RODRIGUES,1392,1333,9,135,1,143,23,46,15,100,60,18,42,37,310,1,23,6,1,0,19,22,94,22,17,9,7,3,2,1,19,5,0,3,5,10,9,50,0,0,18,26,0,186,155,341,0.41935483870967744
133,SEBASTIAO BOCALOM RODRIGUES,1392,3743,1,780,1,127,20,43,14,106,48,14,44,41,311,2,15,2,0,0,25,36,85,4,26,4,5,2,2,1,24,2,1,5,5,11,12,31,0,0,8,41,0,179,151,330,0.38484848484848483
134,SEBASTIAO BOCALOM RODRIGUES,1392,1848,1,561,1,69,16,91,8,55,10,13,40,12,210,3,24,7,1,0,9,7,9,89,43,11,9,7,0,0,7,0,0,0,1,2,5,11,0,0,7,28,0,111,134,245,0.2816326530612245
135,SEBASTIAO BOCALOM RODRIGUES,1392,3700,1,766,1,119,23,50,3,85,69,10,44,31,294,1,19,1,0,0,19,21,21,30,17,4,0,3,1,4,30,5,3,11,9,23,30,35,1,0,19,29,0,167,148,315,0.37777777777777777
136,SEBASTIAO BOCALOM RODRIGUES,1392,2569,1,482,1,98,18,52,15,52,12,21,45,10,201,1,18,5,0,0,19,23,24,2,41,1,1,0,1,3,13,2,0,5,7,8,10,19,0,0,11,35,0,129,96,225,0.43555555555555553
137,SEBASTIAO BOCALOM RODRIGUES,1392,1090,1,28,1,91,14,20,5,78,68,4,35,28,249,0,3,0,0,0,18,19,23,0,25,0,0,0,0,0,35,2,3,6,13,17,17,15,1,0,38,20,0,145,107,252,0.3611111111111111
138,SEBASTIAO BOCALOM RODRIGUES,1392,3956,1,719,1,99,10,3,3,28,42,3,9,11,109,0,0,0,0,0,12,9,13,0,8,0,0,0,0,0,10,3,2,4,7,14,6,6,1,0,10,4,0,52,57,109,0.908256880733945
139,SEBASTIAO BOCALOM RODRIGUES,1392,3549,1,723,1,115,14,53,7,78,92,7,29,40,280,1,30,9,0,0,30,22,29,5,55,5,2,4,4,5,30,4,1,2,5,12,11,38,0,0,24,32,0,166,154,320,0.359375
140,SEBASTIAO BOCALOM RODRIGUES,1392,1031,1,272,1,123,15,95,7,113,43,7,22,33,299,1,27,8,0,0,23,33,30,45,74,5,4,9,2,1,17,0,0,0,0,4,3,21,0,0,10,54,0,184,151,335,0.36716417910447763
141,SEBASTIAO BOCALOM RODRIGUES,1392,1147,9,69,1,150,11,30,6,111,90,10,40,37,309,0,19,7,0,0,72,31,28,2,18,5,3,2,1,1,27,2,0,2,9,8,18,43,0,0,31,32,0,167,168,335,0.44776119402985076
142,SEBASTIAO BOCALOM RODRIGUES,1392,1635,9,107,1,147,27,40,24,103,28,33,63,22,307,5,21,7,0,0,57,41,33,5,23,4,0,4,5,1,27,3,2,9,13,13,17,35,3,0,13,32,0,178,162,340,0.4323529411764706
143,SEBASTIAO BOCALOM RODRIGUES,1392,1961,1,13,1,153,6,12,2,48,46,7,37,8,160,1,5,0,0,0,6,55,7,1,8,0,0,0,1,1,20,1,1,4,4,5,18,5,0,0,23,6,0,98,68,166,0.9216867469879518
144,SEBASTIAO BOCALOM RODRIGUES,1392,1074,9,41,1,122,21,42,7,111,40,24,62,36,312,1,24,6,0,0,21,14,31,29,32,1,3,4,0,2,26,4,3,2,17,26,18,34,1,0,34,41,0,182,161,343,0.3556851311953353
145,SEBASTIAO BOCALOM RODRIGUES,1392,1643,1,182,1,152,22,67,9,112,31,8,44,35,314,1,12,1,0,0,20,30,24,2,42,1,0,2,4,1,28,4,1,5,4,12,15,39,0,0,19,75,0,175,153,328,0.4634146341463415
146,SEBASTIAO BOCALOM RODRIGUES,1392,3344,1,824,1,101,16,132,8,124,8,9,29,14,292,3,38,6,0,1,16,11,18,97,36,34,50,26,4,0,8,0,0,0,0,1,3,16,0,0,4,16,0,185,155,340,0.29705882352941176
147,SEBASTIAO BOCALOM RODRIGUES,1392,1201,9,251,1,132,19,77,17,75,8,37,86,5,288,4,31,1,0,0,34,21,35,3,67,7,2,1,9,1,28,2,2,2,10,13,17,29,0,0,11,30,0,152,172,324,0.4074074074074074
148,SEBASTIAO BOCALOM RODRIGUES,1392,1678,9,226,1,134,8,54,0,101,80,4,18,72,294,3,27,13,0,0,18,25,25,13,63,4,4,8,4,4,10,0,1,1,2,6,8,23,0,0,8,110,0,161,176,337,0.39762611275964393
149,SEBASTIAO BOCALOM RODRIGUES,1392,2038,9,170,1,64,7,60,3,66,32,6,25,25,185,2,24,13,0,0,20,11,12,72,28,11,10,4,1,3,5,0,0,0,1,1,1,23,0,0,3,18,0,112,112,224,0.2857142857142857
150,SEBASTIAO BOCALOM RODRIGUES,1392,2410,9,311,1,104,7,54,4,87,96,8,12,42,299,0,7,4,0,0,19,16,41,53,60,4,2,1,1,1,17,0,0,2,1,10,8,32,0,0,7,35,0,163,147,310,0.33548387096774196
151,SEBASTIAO BOCALOM RODRIGUES,1392,1295,1,83,1,135,29,39,15,87,17,24,54,20,267,0,18,0,0,0,33,15,44,1,27,2,2,3,0,0,39,2,3,6,8,7,16,27,1,0,17,32,0,143,142,285,0.47368421052631576
152,SEBASTIAO BOCALOM RODRIGUES,1392,1244,9,447,1,145,12,93,3,126,54,4,19,26,145,16,140,33,1,2,15,12,27,55,26,35,40,31,9,5,10,1,0,0,0,2,3,33,0,0,6,27,0,207,130,337,0.43026706231454004
153,SEBASTIAO BOCALOM RODRIGUES,1392,1376,9,21,1,136,9,33,4,119,91,12,26,37,300,0,26,5,0,0,93,33,39,21,13,5,10,2,1,3,30,2,2,5,4,9,12,18,2,0,11,16,0,177,154,331,0.4108761329305136
154,SEBASTIAO BOCALOM RODRIGUES,1392,2895,1,518,1,81,19,110,25,72,3,24,69,3,276,8,37,4,0,0,25,17,31,41,81,10,10,4,4,2,14,0,0,1,0,6,9,29,0,0,11,30,0,169,156,325,0.24923076923076923
155,SEBASTIAO BOCALOM RODRIGUES,1392,1996,1,310,1,148,12,52,11,103,25,34,73,21,294,3,27,5,1,1,32,40,32,9,33,6,6,6,4,2,31,3,0,4,7,12,21,41,0,1,10,31,0,189,142,331,0.4471299093655589
156,SEBASTIAO BOCALOM RODRIGUES,1392,1090,1,29,1,79,11,23,7,54,65,16,32,32,222,2,10,6,0,0,16,18,7,12,19,6,2,0,3,0,26,7,3,4,9,19,18,12,2,0,43,14,0,129,111,240,0.32916666666666666
157,SEBASTIAO BOCALOM RODRIGUES,1392,1236,9,93,1,149,19,43,32,77,23,39,86,17,307,2,25,2,0,0,26,45,26,11,30,1,4,3,1,0,28,5,3,9,13,18,18,37,0,0,27,31,0,209,127,336,0.44345238095238093
158,SEBASTIAO BOCALOM RODRIGUES,1392,1139,9,205,1,133,13,24,3,104,58,8,28,69,306,0,1,0,0,0,28,23,26,0,30,0,0,0,0,0,17,1,0,3,5,11,19,26,0,0,23,95,0,162,145,307,0.43322475570032576
159,SEBASTIAO BOCALOM RODRIGUES,1392,1422,9,150,1,163,16,27,2,102,104,8,24,65,341,1,5,1,0,0,34,25,49,0,10,0,0,0,0,0,17,2,0,2,4,8,12,146,0,0,12,27,0,186,162,348,0.46839080459770116
160,SEBASTIAO BOCALOM RODRIGUES,1392,1066,9,451,1,122,13,100,7,108,25,8,33,17,121,15,138,34,2,1,11,9,18,46,19,44,40,24,13,8,10,0,0,1,0,5,9,22,0,0,10,22,0,137,174,311,0.39228295819935693
161,SEBASTIAO BOCALOM RODRIGUES,1392,2160,9,348,1,130,18,50,17,115,21,20,61,29,283,5,40,3,0,0,73,31,41,4,21,5,1,7,3,3,23,1,0,3,4,9,8,31,0,0,18,45,0,177,154,331,0.39274924471299094
162,SEBASTIAO BOCALOM RODRIGUES,1392,2410,9,420,1,132,6,48,3,102,82,8,15,37,299,0,1,1,0,0,23,12,27,64,55,0,2,2,0,0,19,0,0,0,0,4,3,46,0,0,8,36,0,145,156,301,0.43853820598006643
163,SEBASTIAO BOCALOM RODRIGUES,1392,1201,9,88,1,144,22,47,23,96,17,37,87,10,298,2,35,4,0,0,50,23,38,5,25,3,2,3,7,0,23,2,1,8,10,16,16,44,2,1,15,45,0,175,164,339,0.4247787610619469
164,SEBASTIAO BOCALOM RODRIGUES,1392,3344,1,658,1,111,23,111,7,104,14,11,52,12,291,3,31,6,2,1,37,19,22,13,112,8,6,4,4,0,12,2,0,3,1,2,4,37,0,0,9,39,0,194,140,334,0.3323353293413174
165,SEBASTIAO BOCALOM RODRIGUES,1392,1171,9,83,1,115,24,19,8,72,67,14,35,26,265,0,0,0,0,0,84,63,22,0,7,0,0,0,0,0,27,2,2,4,3,11,10,7,4,0,14,5,0,145,120,265,0.4339622641509434
166,SEBASTIAO BOCALOM RODRIGUES,1392,1031,9,169,1,164,13,51,2,114,67,8,32,43,311,3,9,5,2,0,24,15,44,11,21,1,4,2,1,0,18,1,0,6,3,8,8,116,0,0,9,38,0,184,146,330,0.49696969696969695
167,SEBASTIAO BOCALOM RODRIGUES,1392,1147,9,231,1,127,19,58,1,104,47,6,37,71,300,4,31,8,0,0,23,18,26,8,74,3,5,5,4,0,24,0,1,0,6,10,13,19,0,0,21,83,0,195,148,343,0.37026239067055394
168,SEBASTIAO BOCALOM RODRIGUES,1392,1139,1,271,1,125,27,49,10,96,41,16,55,40,295,5,24,10,0,0,21,30,37,20,24,9,18,11,1,2,22,5,1,5,5,16,10,32,1,1,19,44,0,193,141,334,0.37425149700598803
169,SEBASTIAO BOCALOM RODRIGUES,1392,3751,1,784,1,120,7,81,3,110,52,9,24,51,300,7,23,7,0,0,26,15,36,25,105,6,11,2,4,2,19,0,1,0,0,3,5,28,3,0,17,29,0,178,159,337,0.3560830860534125
170,SEBASTIAO BOCALOM RODRIGUES,1392,1368,9,14,1,157,18,51,3,99,74,15,37,45,318,2,14,8,0,0,28,17,62,24,25,4,4,4,2,2,25,4,1,10,3,25,19,29,0,0,19,35,0,191,151,342,0.4590643274853801
171,SEBASTIAO BOCALOM RODRIGUES,1392,1627,9,140,1,129,26,38,17,100,29,20,71,33,312,4,14,4,0,0,29,16,57,0,25,0,0,1,1,0,25,4,0,8,8,6,6,97,0,0,16,35,0,177,157,334,0.38622754491017963
172,SEBASTIAO BOCALOM RODRIGUES,1392,1856,1,480,1,131,23,86,31,77,2,24,75,10,280,4,41,2,1,0,23,17,28,9,40,5,6,6,4,2,24,2,0,2,4,6,8,20,0,0,12,110,0,162,166,328,0.39939024390243905
173,SEBASTIAO BOCALOM RODRIGUES,1392,1040,9,125,1,147,18,56,13,105,31,14,66,34,319,2,13,2,1,0,25,31,96,1,37,3,2,0,2,0,24,2,1,5,7,8,10,34,0,0,16,33,0,199,138,337,0.4362017804154303
174,SEBASTIAO BOCALOM RODRIGUES,1392,2895,1,546,1,110,21,114,12,66,3,22,76,12,282,3,36,5,0,0,28,16,31,41,92,2,4,3,4,4,12,1,0,1,2,6,9,34,0,0,11,25,0,161,165,326,0.3374233128834356
175,SEBASTIAO BOCALOM RODRIGUES,1392,3506,1,713,1,120,31,41,14,108,23,22,64,27,307,2,16,4,1,0,35,22,31,4,15,4,0,0,0,2,18,6,1,7,4,14,11,77,0,0,26,53,0,180,150,330,0.36363636363636365
176,SEBASTIAO BOCALOM RODRIGUES,1392,2569,1,422,1,117,22,29,11,77,26,19,55,18,257,0,0,0,0,0,44,17,85,0,10,0,0,0,0,0,10,1,0,1,4,9,12,12,1,0,10,41,0,142,115,257,0.45525291828793774
177,SEBASTIAO BOCALOM RODRIGUES,1392,1236,1,64,1,124,17,51,11,62,18,17,69,15,231,3,16,10,0,0,12,17,33,14,25,5,4,6,2,2,18,6,1,6,7,8,15,32,0,0,21,26,0,126,134,260,0.47692307692307695
178,SEBASTIAO BOCALOM RODRIGUES,1392,2380,9,435,1,117,7,108,8,127,21,6,31,24,293,0,33,6,0,0,10,11,17,161,31,7,19,4,1,1,9,0,0,1,3,1,5,25,0,0,5,21,0,156,176,332,0.35240963855421686
179,SEBASTIAO BOCALOM RODRIGUES,1392,3328,1,650,1,137,23,48,15,104,31,25,65,31,319,1,15,6,1,0,39,25,107,2,20,3,3,2,4,2,29,1,1,1,11,8,14,21,1,0,22,26,0,183,159,342,0.40058479532163743
180,SEBASTIAO BOCALOM RODRIGUES,1392,1201,9,87,1,163,19,39,30,83,17,23,100,23,312,1,20,1,0,0,36,44,31,0,19,1,0,3,2,1,30,6,4,4,7,16,14,48,0,0,25,43,0,176,158,334,0.4880239520958084
181,SEBASTIAO BOCALOM RODRIGUES,1392,3700,1,768,1,125,17,62,10,93,45,14,50,28,287,2,21,9,0,0,17,15,14,20,25,8,3,2,4,0,32,5,2,9,17,16,23,34,5,0,25,43,0,184,135,319,0.39184952978056425
182,SEBASTIAO BOCALOM RODRIGUES,1392,3034,1,564,1,132,17,64,7,96,16,14,41,24,259,2,15,3,0,0,24,11,24,68,57,1,1,0,2,1,13,0,0,0,1,7,4,31,0,0,8,26,0,129,150,279,0.4731182795698925
183,SEBASTIAO BOCALOM RODRIGUES,1392,1031,9,18,1,145,21,42,7,118,64,12,44,25,306,1,18,8,0,0,37,27,43,8,18,4,2,4,2,1,18,2,3,8,12,20,28,24,0,1,41,30,0,185,148,333,0.43543543543543545
184,SEBASTIAO BOCALOM RODRIGUES,1392,1732,9,174,1,141,17,78,15,98,14,30,80,12,260,8,65,8,2,1,24,26,34,34,27,10,7,17,10,3,16,0,0,2,7,4,14,86,0,0,12,11,0,177,167,344,0.40988372093023256
185,SEBASTIAO BOCALOM RODRIGUES,1392,1937,9,316,1,122,26,118,5,89,4,16,44,8,272,5,25,5,0,3,12,11,19,99,96,6,0,2,1,1,2,0,0,1,2,5,5,20,0,0,3,25,0,160,150,310,0.3935483870967742
186,SEBASTIAO BOCALOM RODRIGUES,1392,1589,9,183,1,145,30,40,15,106,26,24,65,31,322,3,10,2,0,0,36,37,47,4,17,2,0,3,0,0,19,1,1,3,12,9,14,58,1,1,9,63,0,198,139,337,0.43026706231454004
187,SEBASTIAO BOCALOM RODRIGUES,1392,3743,1,779,1,136,14,39,10,107,51,20,51,32,302,2,17,2,1,0,41,28,70,1,22,3,0,2,5,0,24,3,2,5,9,8,14,27,0,1,15,44,0,186,138,324,0.41975308641975306
188,SEBASTIAO BOCALOM RODRIGUES,1392,1066,9,172,1,142,23,37,3,117,25,14,54,43,316,0,0,0,0,0,28,21,41,0,12,0,0,0,0,0,12,2,1,5,3,10,11,109,0,0,21,40,0,170,146,316,0.44936708860759494
189,SEBASTIAO BOCALOM RODRIGUES,1392,3433,1,813,1,109,19,109,9,116,14,8,41,20,291,4,34,7,0,0,16,11,9,147,31,13,30,14,4,1,5,0,1,0,0,4,2,18,0,0,5,25,0,178,158,336,0.3244047619047619
190,SEBASTIAO BOCALOM RODRIGUES,1392,2089,9,326,1,118,16,39,10,110,35,14,60,37,289,0,27,4,1,0,19,22,29,23,20,0,6,6,0,0,18,3,0,6,8,3,9,63,0,0,15,71,0,180,141,321,0.367601246105919
191,SEBASTIAO BOCALOM RODRIGUES,1392,3638,1,748,1,136,25,30,2,84,110,7,23,46,303,1,18,5,0,0,33,18,28,13,20,3,4,1,0,2,35,2,0,9,15,24,25,41,0,0,32,22,0,175,152,327,0.41590214067278286
192,SEBASTIAO BOCALOM RODRIGUES,1392,1198,9,176,1,120,6,27,4,78,118,12,22,65,302,2,20,8,0,0,31,12,39,4,14,1,2,2,0,2,14,3,1,5,4,13,18,118,2,0,15,32,0,173,159,332,0.3614457831325301
193,SEBASTIAO BOCALOM RODRIGUES,1392,3379,1,673,1,111,26,67,24,83,22,27,69,20,304,7,23,4,0,0,48,31,83,20,24,5,8,1,2,0,20,2,0,3,3,4,6,32,1,0,13,32,0,158,180,338,0.32840236686390534
194,SEBASTIAO BOCALOM RODRIGUES,1392,3492,1,709,1,87,8,62,3,90,30,4,15,40,220,2,20,9,1,0,12,9,13,37,64,10,11,10,2,1,15,2,0,5,5,5,4,15,0,0,8,24,0,136,116,252,0.34523809523809523
195,SEBASTIAO BOCALOM RODRIGUES,1392,1317,1,94,1,72,12,7,2,57,41,19,30,23,191,0,0,0,0,0,4,7,8,1,3,0,0,0,0,0,12,4,1,6,24,25,48,18,1,0,13,16,0,105,86,191,0.3769633507853403
196,SEBASTIAO BOCALOM RODRIGUES,1392,3034,1,808,1,115,13,65,5,117,28,9,29,17,225,7,42,9,0,0,18,17,27,72,34,4,16,5,6,0,12,0,0,0,1,5,5,34,0,0,6,21,0,131,152,283,0.40636042402826855
197,SEBASTIAO BOCALOM RODRIGUES,1392,2186,9,356,1,144,7,49,9,103,67,10,28,60,297,2,26,7,1,0,16,19,18,5,41,3,3,7,7,2,19,1,0,3,5,13,7,97,0,0,22,45,0,166,167,333,0.43243243243243246
198,SEBASTIAO BOCALOM RODRIGUES,1392,1457,9,32,1,108,15,35,5,68,46,11,42,14,222,1,13,0,0,0,81,26,24,6,13,4,6,3,0,0,19,3,2,2,6,6,3,11,0,0,11,10,0,126,110,236,0.4576271186440678
199,SEBASTIAO BOCALOM RODRIGUES,1392,3492,1,772,1,98,14,35,1,75,68,7,20,31,225,0,15,11,0,0,17,24,25,29,27,6,6,4,3,2,23,3,5,6,9,13,12,7,0,1,12,17,0,138,113,251,0.3904382470119522
200,SEBASTIAO BOCALOM RODRIGUES,1392,1651,1,96,1,122,20,55,9,75,37,25,60,34,302,1,8,4,0,0,26,14,24,42,32,3,6,1,2,0,32,5,2,6,7,13,18,25,1,1,26,29,0,166,149,315,0.3873015873015873
201,SEBASTIAO BOCALOM RODRIGUES,1392,3751,1,785,1,103,12,83,4,114,46,4,31,41,303,1,26,5,0,0,21,15,35,28,131,7,7,1,0,0,8,0,0,0,3,3,3,29,0,0,9,35,0,165,170,335,0.3074626865671642
202,SEBASTIAO BOCALOM RODRIGUES,1392,2666,1,557,1,161,9,82,19,93,3,22,68,6,258,6,32,5,0,1,13,9,22,81,60,20,14,13,3,1,8,0,0,1,1,8,4,16,0,0,7,21,0,152,150,302,0.5331125827814569
203,SEBASTIAO BOCALOM RODRIGUES,1392,1198,9,434,1,81,6,62,2,121,68,1,11,56,286,4,25,12,0,0,15,6,25,140,37,10,15,1,4,0,9,0,0,2,1,1,1,26,0,0,5,29,0,165,162,327,0.24770642201834864
204,SEBASTIAO BOCALOM RODRIGUES,1392,3379,1,670,1,103,27,64,18,86,16,24,82,15,301,4,25,2,0,0,57,29,30,26,25,1,3,3,2,2,19,2,1,6,6,12,16,31,1,0,14,46,0,170,162,332,0.3102409638554217
205,SEBASTIAO BOCALOM RODRIGUES,1392,2186,9,353,1,133,15,39,7,113,77,10,34,37,295,2,32,3,0,0,53,26,29,8,25,3,1,5,8,2,29,2,1,5,3,11,17,40,0,0,23,41,0,169,163,332,0.4006024096385542
206,SEBASTIAO BOCALOM RODRIGUES,1392,1651,1,287,1,84,7,27,10,69,32,14,40,20,204,0,13,2,0,0,38,53,11,13,10,5,5,3,1,0,22,1,0,1,3,9,13,15,0,0,8,8,0,108,111,219,0.3835616438356164
207,SEBASTIAO BOCALOM RODRIGUES,1392,2305,9,386,1,144,12,56,6,121,53,13,41,40,307,3,26,6,0,0,72,25,42,32,32,1,2,5,4,1,21,1,1,4,4,8,18,20,1,0,15,33,0,172,170,342,0.42105263157894735
